model,seed,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
abl_experts_2,42,28,1.966752203270858,0.3316078048085542,1.19517173308993,0.4399726592557399,5.3,0.7816441250070808,0.4294473464712346,0.6929271898760048,0.19235080186014838,0.5922513698312095
abl_experts_2,42,29,1.970159190190411,0.3309897178515597,1.1998054429433231,0.43936402295354154,5.3,0.7867613982826354,0.4343786861723451,0.699745920842687,0.2063528784163863,0.5887567124392182
abl_experts_2,42,30,1.98402663609867,0.33364024517577806,1.2115338783076757,0.4388525156735333,5.3,0.7917520517408559,0.4333272313173579,0.699584127663334,0.20322773028739688,0.592200255472186
abl_experts_2,42,31,1.9646793614308387,0.33198865272072203,1.1929949449139392,0.43969577030323476,5.3,0.7889989037389499,0.4329624913793693,0.6938851758063846,0.20191401461888775,0.5931246584914696
abl_experts_2,42,32,1.9854687462727576,0.3307947670658603,1.2155604872641084,0.439113500597175,5.3,0.7811001596076118,0.4397075938982011,0.6923257875974883,0.19380590675290363,0.5906377944307648
abl_experts_2,42,33,1.9717955240516163,0.32856365992773046,1.204223625524596,0.4390082331984324,5.3,0.7862974032941146,0.4403129156450527,0.6951316219446901,0.19846916916071522,0.588425601967923
abl_experts_2,42,34,1.9720325376269079,0.3305226117372513,1.2023211433897893,0.43918877670858625,5.3,0.7827578795845538,0.4420246681139758,0.6894422499470447,0.19680444775241368,0.5905067858280715
abl_experts_2,42,35,1.981011730614708,0.32946741151497355,1.2122291964214442,0.43931512853464183,5.3,0.7790909030325447,0.4337245830072773,0.701472424374994,0.2055340081843649,0.5961113112209688
abl_experts_2,42,36,1.9764179506676687,0.3296086710743508,1.2070756171988608,0.4397336683158791,5.3,0.7892613066498728,0.44031730127927776,0.6978033382616388,0.20283677017861773,0.5947347973572554
abl_experts_2,42,37,1.9551853821267207,0.3289576315983935,1.1879603225070836,0.4382674242471503,5.4,0.7847354812052874,0.42766526139392164,0.6972296111322223,0.20693193407187857,0.5948230342822876
abl_experts_2,42,38,1.9563238735282265,0.3307684823935729,1.18708552725971,0.4384698653064961,5.3,0.7902209515812483,0.43675031620991706,0.6973669224489101,0.21190751875275338,0.5945701582932
abl_experts_2,42,39,1.9615642035371872,0.3304407881597244,1.1926829723812087,0.43844044078385463,5.3,0.7843506236026003,0.44378256793482546,0.693929881816469,0.19898479946792985,0.5975375296137033
abl_experts_2,42,40,1.9606782588375709,0.3323444779392934,1.1898214822252764,0.4385123038135762,5.3,0.7858571495213437,0.44170367858802234,0.6791226126192293,0.18838487815188762,0.5966126652255703
abl_experts_2,42,41,1.974667935912786,0.32797533335513945,1.2084016084150455,0.438290991637384,5.3,0.7935305603593338,0.45038941076792005,0.6956201947691839,0.2047263937955833,0.6002051157746773
abl_experts_2,42,42,1.9426395008137132,0.3269668280687915,1.1778619679821631,0.4378106974097839,5.3,0.7852236339221156,0.43428817155565064,0.6872899748901243,0.19885076012177044,0.5904754985149536
abl_experts_2,42,43,1.9540141659532573,0.3257485041191484,1.189430059043601,0.438835608386577,5.3,0.7796073786032501,0.4280793578840442,0.7061740064355365,0.2030128044890615,0.5978640128941595
abl_experts_2,42,44,1.9460012215193703,0.32738483062737894,1.180931999433509,0.43768439061256476,5.3,0.7851053443559217,0.43107911574840496,0.7015980269747549,0.21210948655139344,0.5963148950773683
abl_experts_2,42,45,1.9675316654438535,0.32671680649555407,1.2022586071855637,0.4385562462317371,5.3,0.7823571945046999,0.4277146368774727,0.6953998580051965,0.19724356985369262,0.5957189775958767
