n_sites,seed,convergence_round,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
2,123,29,26,0.5544794132876084,0.3381848194713676,1.2127727673563895,0.7395686918471057,4.0,1.0988200902938843,0.5830183625221252,1.0,0.7810460129751992,0.4283400917522638,0.6904119445943515,0.19965373808739575,nan
2,123,29,27,0.5475273688026912,0.3350014667063301,1.2073923859533784,0.7385867714361333,4.0,1.1020575761795044,0.5816487669944763,1.0,0.7665430457397429,0.4076983091721227,0.7041537205512464,0.21052620772079114,nan
2,123,29,28,0.5412734420278708,0.33480090488512965,1.1930422181645857,0.7362014029223846,4.0,1.0963884592056274,0.5800002217292786,1.0,0.7762169663891028,0.4385845733215519,0.7041441406919425,0.20586452249817375,nan
2,123,29,29,0.5474644514150494,0.3345148735822028,1.208972683640026,0.7330175836013394,4.0,1.099202036857605,0.5780178308486938,1.0,0.7826254285914213,0.4410034207406006,0.7012648607567451,0.20776723001560893,nan
2,123,29,30,0.549513731070481,0.3354042664365477,1.2107399499051956,0.7335871838065735,4.0,1.1000821590423584,0.5791282057762146,1.0,0.7813842211714999,0.430775958734266,0.6917307718918413,0.20406449871560312,nan
2,123,29,31,0.5447648827425777,0.3329314189316404,1.208183721683952,0.7343485581822791,4.0,1.0989689826965332,0.5770605206489563,1.0,0.7777547307496226,0.4341979256888222,0.7034975001889361,0.2128795291795169,nan
2,123,29,32,0.5347861996384167,0.3317733977689493,1.1883162395402334,0.7362004974002921,4.0,1.0949081182479858,0.5759128332138062,1.0,0.7870083902289485,0.44170198103350733,0.7007528704983975,0.20593480034013173,nan
2,123,29,33,0.5380720602893413,0.3307767561819876,1.1999254466144278,0.7362259004313872,4.0,1.095680832862854,0.5761833190917969,1.0,0.7754714089120358,0.4334863363461583,0.7006592007629826,0.21438280361080594,nan
2,123,29,34,0.5417140511446125,0.33129610726406483,1.2068229114644913,0.732948636904554,4.0,1.100344181060791,0.5759583115577698,1.0,0.7814292045276581,0.4258122421145599,0.7008369603745086,0.20160995813293286,nan
2,123,29,35,0.5455667847629198,0.3332465787511726,1.2090220758488084,0.7318696863786622,4.0,1.1026486158370972,0.5754693150520325,1.0,0.7875960894469045,0.43232724362380937,0.6978352711259848,0.21103913925120799,nan
2,123,29,36,0.5354315719229685,0.33268482784647085,1.1867041392617872,0.7345085175276844,4.0,1.0922999382019043,0.5764778852462769,1.0,0.7813992156235527,0.4494650427930534,0.7037513664604869,0.20967436418420968,nan
2,123,29,37,0.5316746534218434,0.3307844155089824,1.1845510604600198,0.735532967544539,4.0,1.0896903276443481,0.5748834609985352,1.0,0.7831752251666884,0.41713639825761006,0.6986474303091846,0.21106871686326031,nan
2,123,29,38,0.5323964849309629,0.33192453400016353,1.1822745518913436,0.7382473438067207,4.0,1.0904711484909058,0.576359748840332,1.0,0.7862349264105614,0.4388731080783018,0.6954669170203231,0.20475846756896013,nan
2,123,29,39,0.5348060576155717,0.32964950012588085,1.1961968587996137,0.7365935030983004,4.0,1.0925170183181763,0.5757207870483398,1.0,0.7769342010122919,0.43478801311897014,0.6888131725194285,0.20036350649053092,nan
